,isim,baslangicT,bitisTarih,sezonSayisi,sezonDurumu,tur,konuPuan,aktorS,OyuncuKadroPuan,imdb
785,Bizim Hikaye,2017,2018,2,,Comedy,16.666666666666668,"Hazal Kaya,Burak Deniz,Nesrin Cavadzade,Reha Özcan",,6.6
786,Bu Sayilmaz,2017,2017,1,,Comedy,16.0,"Binnur Kaya,Settar Tanriögen,Mustafa Üstündag,Nergis Öztürk",,5.0
787,Isimsizler,2017,2017,1,,Action,17.0,"Ilkay Akdagli,Bülent Alkis,Cagkan Culha,Algi Eke",,6.0
788,Klavye Delikanlilari,2017,2017,1,,Comedy,16.0,"Rasim Öztekin,Vildan Atasever,Kaan Yildirim,Uraz Kaygilaroglu",,7.3
789,Dostlar Duragi,2017,2017,1,,Comedy,15.5,"Alisan,Çagla Sikel,Hande Katipoglu,Ulas Torun",,1.2
790,Yalaza,2017,2018,2,,Comedy,15.5,"Sinan Albayrak,Özkan Ayalp,Batuhan Aydar,Didem Balçin",,6.2
791,Kayitdisi,2017,2017,1,,Drama,18.0,"Erkan Petekkaya,Songül Öden,Dolunay Soysert,Ugur Polat",,6.8
792,Çukur,2017,2018,2,,Action,15.666666666666666,"Aras Bulut Iynemli,Dilan Çiçek Deniz,Ercan Kesal,Perihan Savas",,8.3
793,Barut,2017,2018,2,,Action,14.666666666666666,"Burak Sekmen,Bahadir Oz,Mehmet Arif Bulak,Beste Yilmazer",,7.7
794,Ufak Tefek Cinayetler,2017,2018,2,,Action,16.333333333333332,"Gökçe Bahadir,Aslihan Gürbüz,Yildiray Sahinler,Mert Firat",,7.8
795,Aslan ailem,2017,2018,2,,Comedy,15.5,"Burcu Özberk,Akin Akinözü,Bora Akkas,Firat Altunmese",,7.8
796,Black and White Love,2017,2018,2,,Action,16.666666666666668,"Birce Akalay,Muhammet Uzuner,Ibrahim Celikkol,Cahit Gök",,8.7
797,Yeni Gelin,2017,2018,2,,Adventure,16.333333333333332,"Feride Hilal Akin,Mustafa Avkiran,Lale Basar,Burçin Bildik",,6.3
798,Hayat Sirlari,2017,2018,2,,Drama,18.0,"Ahmet Mümtaz Taylan,Ekin Koç,Hazar Ergüçlü,Seher Devrim Yakut",,7.5
799,Siyah Inci,2017,2018,2,,Drama,18.0,"Tolgahan Sayisman,Hande Erçel,Berk Hakman,Hüseyin Avni Danyal",,5.8
800,Kalk gidelim,2017,2018,2,,Comedy,15.5,"Ufuk Özkan,Erkan Sever,Ayça Varlier,Mehtap Bayri",,7.2
801,Kadin,2017,2018,2,,Drama,18.0,"Özge Özpirinçci,Caner Cindoruk,Bennu Yildirimlar,Seray Kaya",,7.7
802,P!NÇ,2017,2018,2,,Comedy,15.0,"Oguzhan Ugur,Berk Uçar,Turan Oguzhan,Ezgi Ünal",,7.1
803,Kizlarim için,2017,2018,2,,Drama,18.0,"Gözde Mukavelat,Emir Çiçek,Ülkü Duru,Ahsen Eroglu",,7.4
804,Babamin Günahlari,2017,2018,2,,Drama,18.0,"Müjde Uzman,Mehdi Adlin,Kadir Dogulu,Melisa Sözen",,7.4
805,Cennet'in Gözyaslari,2017,2018,2,,Drama,18.0,"Çiçek Acar,Almila Ada,Yusuf Akgün,Berk Atan",,7.2
806,Bahtiyar Ölmez,2017,2018,2,,Comedy,16.0,"Yetkin Dikinciler,Hande Subasi,Güven Hokna,Serkan Kuru",,7.8
807,Petman: Internet Series,2017,2018,2,,Action,17.0,"Berkay Dabakoglu,Cem Ertunc,Berke Odaci,Ergin Ulunay",,6.9
808,Cocuklar Duymasin,2017,2018,2,,Comedy,15.5,"Pinar Altug,Serkan Balbal,Zeyno Günenç,Öykü Güven",,4.1
809,Tolgshow,2017,2018,2,,Comedy,15.0,"Tolga Çevik,Firat Parlak,Özer Atik,Sarp Bozkurt",,8.1
810,Kaos Ortadogu,2017,2018,2,,Action,16.0,"Gökhan Akgül,Serhat Buga,Mesut Cobanbasi,Tuncay Koca",,8.0
811,Tutsak,2017,2017,1,,Drama,18.0,"Yagmur Özbasmaci Mermer,Günes Emir,Seray Gözler,Mehmet Gürhan",,6.4
812,Boxun Yildizlari,2017,2017,1,,Reality-TV,12.0,"Asena,Berna Canbeldek,Bilgehan Demir,Aycan Demirci",,6.2
813,Hayati ve Digerleri,2017,2018,2,,Comedy,16.0,"Cankat Aydos,Cansu Dagdelen,Bahtiyar Engin,Feri Baycu Güler",,2.5
814,Ask ve Gurur,2017,2017,1,,Drama,18.0,"Ayris Alptekin,Mert Firat,Suna Sancaktar,Damla Sönmez",,7.0
815,Yakin Plan Cihan Harbi,2017,2018,2,,History,8.0,"Emre Yesiloz,Feyza Özgür,Mustafa Mesut Baskir,Yavuz Selim Osmanoglu",,8.6
816,Ver Elini ASk,2017,2017,1,,Comedy,16.0,"Sevda Erginci,Ali Il,Gülsün Sare Fil,Köksal Engür",,8.4
817,Bir Deli Sevda,2017,2017,1,,Drama,17.0,"Erkan Kolçak Köstendil,Cansu Tosun,Erdinç Gülener,Erkan Can",,7.4
818,Fatih,2018,2018,1,,Action,13.333333333333334,"Kenan Imirzalioglu,Çetin Tekindor,Gürkan Uygun,Büsra Develi",,7.2
819,Mehmetçik Kut'ül Amare,2018,2018,1,,Action,13.666666666666666,"Ilker Aksum,Ismail Ege Sasmaz,Özgü Kaya,Serdar Gökhan",,6.9
820,The Protector,2018,2018,1,,Action,14.0,"Çagatay Ulusoy,Ayça Aysin Turan,Hazar Ergüçlü,Okan Yalabik",,7.8
821,Gülizar,2018,2018,1,,Drama,18.0,"Farah Zeynep Abdullah,Osman Alkas,Berkay Ates,Berk Cankat",,6.1
822,Adi: Zehra,2018,2018,1,,Drama,18.0,"Ali Meriç,Günes Hayat,Zeynep Çamci,Alican Yücesoy",,5.5
823,Avlu,2018,2018,1,,Crime,16.5,"Demet Evgar,Ceren Moray,Nursel Köse,Kenan Ece",,7.9
824,Dudullu Postasi,2018,2018,1,,Comedy,15.0,"Güven Kiraç,Hazar Ergüçlü,Taner Ölmez,Bülent Sakrak",,6.4
825,Sen Anlat Karadeniz,2018,2018,1,,Drama,18.0,"Sinan Tuzcu,Ulas Tuna Astepe,Irem Helvacioglu,Mehmet Ali Nuroglu",,7.0
826,Çukurdere,2018,2018,1,,Drama,17.0,"Furkan Palali,Su Kutlu,Cihan Ünal,Ahu Sungur",,6.4
827,Jet Sosyete,2018,2018,1,,Comedy,15.5,"Gülse Birsel,Sarp Apak,Çaglar Çorumlu,Derya Karadas",,7.0
828,Yuvamdaki Dusman,2018,2018,1,,Drama,18.0,"Riza Akin,Hakan Dinçkol,Derya Kahraman,Sultan Köroglu Kiliç",,5.0
829,Survivor 2018,2018,2018,1,,Reality-TV,12.0,"Anil Berk Baki,Hilmicem Intepe,Nagihan Karadere,Adem Kilicci",,5.0
830,Bir zamanlar Çukurova,2018,2018,1,,Drama,18.0,"Vahide Perçin,Hilal Altinbilek,Murat Ünalmis,Ugur Günes",,6.7
831,Nefes Nefese,2018,2018,1,,Action,16.0,"Sükrü Özyildiz,Melisa Senolsun,Ugur Yücel,Ezgi Senler",,6.9
832,Hiçkirik,2018,2018,1,,Drama,17.0,"Sezgi Sena Akay,Özge Akdeniz,Kübra Akin,Emre Ataman",,5.9
833,Altin Tepsi,2018,2018,1,,Drama,17.0,"Talat Bulut,Eda Ece,Sevval Sam,Sevda Erginci",,5.5
834,Yasamayanlar,2018,2018,1,,Drama,16.0,"Elçin Sangu,Kerem Bürsin,Birkan Sokullu,Selma Ergeç",,6.6
835,Semt Bizim Ev Kira,2018,2018,1,,Action,16.0,"Haydar Biçakci,Emre Bolat,Hasan Ekinci,Turgut Eryilmaz",,5.8
836,Talibi Irsadi,2018,2018,1,,Biography,7.0,"Rifat Kanpara,Ahmet Avni Yilmaz,Mahmut Kotan,Ahmet Akyol",,8.4
837,Kalbimin Sultani,2018,2018,1,,Comedy,14.0,"Ali Ersan Duru,Aleksandra Nikiforova,Emel Çölgeçen,Tansel Öngel",,7.1
838,Gelinim Mutfakta,2018,2018,1,,Game-Show,12.0,"Fatih Ürek,Ezgi Yildirim,Reyhan Yildirim,Sevgül Kiroglu",,7.1
839,Kocaman Ailem,2018,2018,1,,Comedy,15.5,"Levent Ülgen,Emre Karayel,Çagla Demir,Özlem Türkad",,6.3
840,Bir Deli Rüzgar,2018,2018,1,,Drama,17.0,"Pinar Deniz,Hatice Aslan,Berk Cankat,Naz Sayiner",,7.0
841,4N1K,2018,2018,1,,Comedy,15.333333333333334,"Gözde Mutluer,Eslem Akar,Burak Yörük,Sina Ozer",,5.8
842,Koca Koca Yalanlar,2018,2018,1,,Comedy,16.0,"Hakan Yilmaz,Evrim Alasya,Selen Uçer,Pelin Öztekin",,5.8
843,Bu Kizin Öyküsü,2018,2018,1,,Documentary,14.0,"Begüm Cana Özgür,Mizgin Ay,Tugçe Akgün,Karsu Dönmez",,7.8
844,Darisi Basimiza,2018,2018,1,,Comedy,16.0,"Ozan Dolunay,Elif Dogan,Seher Devrim Yakut,Açelya Topaloglu",,5.8
845,Erkenci Kus,2018,2018,1,,Comedy,16.0,"Demet Özdemir,Can Yaman,Öznur Serçeler,Berat Yenilmez",,8.2
846,Beni birakma,2018,2018,1,,Drama,17.0,"Berkay Veli,Sila Özlem Önemli,Emrah Akduman,Sude Dogar",,6.2
847,Ege'nin hamsisi,2018,2018,1,,Comedy,16.0,"Iclal Aydin,Ugur Çavusoglu,Uraz Kaygilaroglu,Bestemsu Özdemir",,6.1
848,Elimi birakma,2018,2018,1,,Drama,18.0,"Alp Navruz,Alina Boz,Seray Gözler,Cemre Gümeli",,7.9
849,Nielegalni,2018,2018,1,,Thriller,16.0,"Grzegorz Damiecki,Agnieszka Grochowska,Sylwia Juszczak,Wojciech Zoladkowicz",,6.4
850,Gülperi,2018,2018,1,,Drama,18.0,"Nurgül Yesilçay,Timuçin Esen,Tarik Pabuccuoglu,Ece Sükan",,7.2
851,GIF,2018,2018,1,,Comedy,16.0,"Onur Durmaz,Yagizcan Küçükcan,Cemre Kurum,Irem Çalhan",,3.6
852,Kizim,2018,2018,1,,Drama,18.0,"Bugra Gülsoy,Beren Gokyildiz,Leyla Lydia Tugutlu,Serhat Teoman",,7.8
853,MasterChef Turkey,2018,2018,1,,Game-Show,12.0,"Mehmet Yalçinkaya,Somer Sivrioglu,Hazer Amani,Hakan Kanik",,5.2
854,Bir Litre Gözyasi,2018,2018,1,,Drama,18.0,"Sanem Çelik,Miray Daner,Tolga Tekin,Mert Yazicioglu",,5.8
855,Bir Umut Yeter,2018,2018,1,,Drama,18.0,"Tolgahan Sayisman,Esra Bilgic,Hazal Subasi,Serhat Tutumluer",,5.9
856,Aglama anne,2018,2018,1,,Drama,18.0,"Birce Akalay,Özlem Yilmaz,Cansel Elcin,Sezin Akbasogullari",,6.2
857,Can Kiriklari,2018,2018,1,,Action,17.0,"Hande Dogandemir,Funda Eryigit,Seçkin Özdemir,Alican Yücesoy",,8.1
858,Sahin Tepesi,2018,2018,1,,Action,16.666666666666668,"Zerrin Tekindor,Ebru Özkan,Boran Kuzum,Aybüke Pusat",,7.4
859,Bu Gece,2018,2018,1,,Comedy,15.0,"Ibrahim Selim,Irem Erten,Mert Efe Günaydin,Furkan Inanir",,9.4
860,Muhtesem Ikili,2018,2018,1,,Action,15.5,"Ibrahim Celikkol,Kerem Bürsin,Öykü Karayel,Özge Gürel",,7.1
861,Bartu Ben,2018,2018,1,,Comedy,17.0,"Bartu Küçükçaglayan,Müfit Kayacan,Cem Zeynel Kiliç,Cemre Ebuzziya",,8.0
862,Çarpisma,2018,2018,1,,Action,16.666666666666668,"Kivanç Tatlitug,Elçin Sangu,Alperen Duymaz,Melisa Pamuk",,8.9
863,Ikizler Memo-Can,2018,2018,1,,Comedy,15.5,"Nehir Erdogan,Özgürcan Cevik,Emir Berke Zincidi,Tugba Çinar",,3.6
864,Eser Yenenler Show,2018,2018,1,,Talk-Show,14.0,"Eser Yenenler,Kubilay Aka,Hazer Amani,Buket Aydin",,5.3
865,Tozkoparan,2018,2018,1,,Adventure,15.5,"Özgür Ege Nalci,Burak Kut,Leya Kirsan,Burcu Altin",,7.8
866,Uykucu,2018,2018,1,,Animation,16.0,"Beril Su Hatirnaz,Abdulkerim Tunc",,8.0
